,id,name,dob,unique_prize_year,unique_prize_category,gender,bornCountryCode
865,893,Organisation for the Prohibition of Chemical Weapons ,1997-00-00,2013,peace,org,
866,894,Eugene F. Fama,1939-02-14,2013,economics,male,US
867,895,Lars Peter Hansen,1952-10-26,2013,economics,male,US
868,896,Robert J. Shiller,1946-03-29,2013,economics,male,US
869,903,John O'Keefe,1939-11-18,2014,medicine,male,US
870,904,May-Britt Moser,1963-01-04,2014,medicine,female,NO
871,905,Edvard I. Moser,1962-04-27,2014,medicine,male,NO
872,906,Isamu Akasaki,1929-01-30,2014,physics,male,JP
873,907,Hiroshi Amano,1960-09-11,2014,physics,male,JP
874,908,Shuji Nakamura,1954-05-22,2014,physics,male,JP
875,909,Eric Betzig,1960-01-13,2014,chemistry,male,US
876,910,Stefan W. Hell,1962-12-23,2014,chemistry,male,RO
877,911,William E. Moerner,1953-06-24,2014,chemistry,male,US
878,912,Patrick Modiano,1945-07-30,2014,literature,male,FR
879,913,Kailash Satyarthi,1954-01-11,2014,peace,male,IN
880,914,Malala Yousafzai,1997-07-12,2014,peace,female,PK
881,915,Jean Tirole,1953-08-09,2014,economics,male,FR
882,916,William C. Campbell,1930-06-28,2015,medicine,male,IE
883,917,Satoshi Ōmura,1935-07-12,2015,medicine,male,JP
884,918,Youyou Tu,1930-12-30,2015,medicine,female,CN
885,919,Takaaki Kajita,1959-03-09,2015,physics,male,JP
886,920,Arthur B. McDonald,1943-08-29,2015,physics,male,CA
887,921,Tomas Lindahl,1938-01-28,2015,chemistry,male,SE
888,922,Paul Modrich,1946-06-13,2015,chemistry,male,US
889,923,Aziz Sancar,1946-09-08,2015,chemistry,male,TR
890,924,Svetlana Alexievich,1948-05-31,2015,literature,female,UA
891,925,National Dialogue Quartet ,,2015,peace,org,
892,926,Angus Deaton,1945-10-19,2015,economics,male,GB
893,927,Yoshinori Ohsumi,1945-02-09,2016,medicine,male,JP
894,928,David J. Thouless,1934-09-21,2016,physics,male,GB
895,929,F. Duncan M. Haldane,1951-09-14,2016,physics,male,GB
896,930,J. Michael Kosterlitz,1943-06-22,2016,physics,male,GB
897,931,Jean-Pierre Sauvage,1944-10-21,2016,chemistry,male,FR
898,932,Sir J. Fraser Stoddart,1942-05-24,2016,chemistry,male,GB
899,933,Bernard L. Feringa,1951-05-18,2016,chemistry,male,NL
900,934,Juan Manuel Santos,1951-08-10,2016,peace,male,CO
901,935,Oliver Hart,1948-10-09,2016,economics,male,GB
902,936,Bengt Holmström,1949-04-18,2016,economics,male,FI
903,937,Bob Dylan,1941-05-24,2016,literature,male,US
904,938,Jeffrey C. Hall,1945-05-03,2017,medicine,male,US
905,939,Michael Rosbash,1944-03-07,2017,medicine,male,US
906,940,Michael W. Young,1949-03-28,2017,medicine,male,US
907,941,Rainer Weiss,1932-09-29,2017,physics,male,DE
908,942,Barry C. Barish,1936-01-27,2017,physics,male,US
909,943,Kip S. Thorne,1940-06-01,2017,physics,male,US
910,944,Jacques Dubochet,1942-06-08,2017,chemistry,male,CH
911,945,Joachim Frank,1940-09-12,2017,chemistry,male,DE
912,946,Richard Henderson,1945-07-19,2017,chemistry,male,GB
913,947,Kazuo Ishiguro,1954-11-08,2017,literature,male,JP
914,948,International Campaign to Abolish Nuclear Weapons ,2007-00-00,2017,peace,org,
915,949,Richard H. Thaler,1945-09-12,2017,economics,male,US
916,958,James P. Allison,1948-08-07,2018,medicine,male,US
917,959,Tasuku Honjo,1942-01-27,2018,medicine,male,JP
918,960,Arthur Ashkin,1922-09-02,2018,physics,male,US
919,961,Gérard Mourou,1944-06-22,2018,physics,male,FR
920,962,Donna Strickland,1959-05-27,2018,physics,female,CA
921,963,Frances H. Arnold,1956-07-25,2018,chemistry,female,US
922,964,George P. Smith,1941-03-10,2018,chemistry,male,US
923,965,Sir Gregory P. Winter,1951-04-14,2018,chemistry,male,GB
924,966,Denis Mukwege,1955-03-01,2018,peace,male,CD
925,967,Nadia Murad,1993-00-00,2018,peace,female,IQ
926,968,William D. Nordhaus,1941-05-31,2018,economics,male,US
927,969,Paul M. Romer,1955-00-00,2018,economics,male,US
928,970,William Kaelin,1957-11-23,2019,medicine,male,US
929,971,Peter Ratcliffe,1954-05-14,2019,medicine,male,GB
930,972,Gregg Semenza,1956-07-12,2019,medicine,male,US
931,973,James Peebles,1935-04-25,2019,physics,male,CA
932,974,Michel Mayor,1942-01-12,2019,physics,male,CH
933,975,Didier Queloz,1966-02-23,2019,physics,male,CH
934,976,John Goodenough,1922-07-25,2019,chemistry,male,DE
935,977,M. Stanley Whittingham,1941-12-22,2019,chemistry,male,GB
936,978,Akira Yoshino,1948-01-30,2019,chemistry,male,JP
937,979,Olga Tokarczuk,1962-01-29,2018,literature,female,PL
938,980,Peter Handke,1942-12-06,2019,literature,male,AT
939,981,Abiy Ahmed Ali,1976-08-15,2019,peace,male,ET
940,982,Abhijit Banerjee,1961-02-21,2019,economics,male,IN
941,983,Esther Duflo,1972-10-25,2019,economics,female,FR
942,984,Michael Kremer,1964-11-12,2019,economics,male,US
943,985,Harvey Alter,1935-09-12,2020,medicine,male,US
944,986,Michael Houghton,1949-00-00,2020,medicine,male,GB
945,987,Charles Rice,1952-08-25,2020,medicine,male,US
946,988,Roger Penrose,1931-08-08,2020,physics,male,GB
947,989,Reinhard Genzel,1952-03-24,2020,physics,male,DE
948,990,Andrea Ghez,1965-06-16,2020,physics,female,US
949,991,Emmanuelle Charpentier,1968-12-11,2020,chemistry,female,FR
950,992,Jennifer A. Doudna,1964-02-19,2020,chemistry,female,US
951,993,Louise Glück,1943-04-22,2020,literature,female,US
952,994,World Food Programme ,1961-00-00,2020,peace,org,
953,995,Paul Milgrom,1948-04-20,2020,economics,male,US
954,996,Robert Wilson,1937-05-16,2020,economics,male,US
955,997,David Julius,1955-11-04,2021,medicine,male,US
956,998,Ardem Patapoutian,1967-00-00,2021,medicine,male,LB
957,999,Syukuro Manabe,1931-09-21,2021,physics,male,JP
958,1000,Klaus Hasselmann,1931-10-25,2021,physics,male,DE
959,1001,Giorgio Parisi,1948-08-04,2021,physics,male,IT
960,1002,Benjamin List,1968-01-11,2021,chemistry,male,DE
961,1003,David MacMillan,1968-03-16,2021,chemistry,male,GB
962,1004,Abdulrazak Gurnah,1948-00-00,2021,literature,male,
963,1005,Maria Ressa,1963-10-02,2021,peace,female,PH
964,1006,Dmitry Muratov,1961-00-00,2021,peace,male,RU
965,1007,David Card,1956-00-00,2021,economics,male,CA
966,1008,Joshua Angrist,1960-00-00,2021,economics,male,US
967,1009,Guido Imbens,1963-09-03,2021,economics,male,NL
